,TIME,DISTANCE
0,0.0,0.0
1,0.0141881878346854,4.99592117745538e-05
2,0.0283763756693708,9.93627701134834e-05
3,0.0425645635040563,0.000148213046154578
4,0.0567527513387417,0.000196512812001379
5,0.127693690512169,0.000429871800210202
6,0.198634629685596,0.00065007654026918
7,0.269575568859023,0.000857763966690795
8,0.34051650803245,0.00105365400862708
9,0.549028513886979,0.00156859634748614
10,0.757540519741507,0.00200664382954565
11,0.966052525596036,0.00238336090366051
12,1.17456453145056,0.00271184237578478
13,1.48276762290474,0.00312946639357139
14,1.79097071435892,0.00348354361449801
15,2.09917380581309,0.00378934423404296
16,2.40737689726727,0.00405840289960797
17,2.93232585351207,0.00445285862933801
18,3.45727480975688,0.00478526585892468
19,3.98222376600168,0.00507176733486661
20,4.50717272224649,0.00532417483393901
21,5.45531477128617,0.0057159638044337
22,6.40345682032586,0.00604469437011662
23,7.35159886936554,0.00632757143972813
24,8.29974091840522,0.0065769942386328
25,10.0814634141448,0.00697942497422202
26,11.8631859098844,0.00731617103406459
27,13.644908405624,0.00760577569217383
28,15.4266309013636,0.00786146134720767
29,18.8902991424888,0.00828818269574487
30,22.3539673836139,0.0086447854912672
31,25.8176356247391,0.00895162626167323
32,29.2813038658643,0.00922306298477073
33,36.2270455036659,0.00969071589349036
34,43.1727871414674,0.010081523878477
35,50.118528779269,0.0104182875085352
36,57.0642704170706,0.0107168781482719
37,71.3070132966999,0.0112436364978613
38,85.5497561763291,0.0116842086950727
39,99.7924990559584,0.0120643279972374
40,114.035241935588,0.012401685953259
41,143.084681028853,0.0129940788332345
42,172.134120122118,0.0134896375311197
43,201.183559215384,0.0139165435906721
44,230.232998308649,0.0142942203827841
45,260.232998308649,0.0146438019748596
46,290.232998308649,0.0149592800240695
47,320.232998308649,0.0152467661686819
48,350.232998308649,0.0155108933659508
49,380.232998308649,0.0157550474924074
50,410.232998308649,0.0159819384066094
51,440.232998308649,0.016193779295301
52,470.232998308649,0.0163923877015085
53,500.232998308649,0.0165792374423981
54,530.232998308649,0.0167555737325584
55,560.232998308649,0.0169224612264692
56,590.232998308649,0.0170808135760898
