DISTANCE,TIME
0,0
0.00006030150754,0.4025719391
0.0001206030151,0.8082277542
0.0001809045226,1.217138045
0.0002412060302,1.629476151
0.0003015075377,2.045418291
0.0003618090452,2.465143717
0.0004221105528,2.888834854
0.0004824120603,3.316677451
0.0005427135678,3.748860735
0.0006030150754,4.185577556
0.0006633165829,4.627024548
0.0007236180905,5.073402281
0.000783919598,5.524915416
0.0008442211055,5.981772872
0.0009045226131,6.444187985
0.0009648241206,6.91237867
0.001025125628,7.386567593
0.001085427136,7.86698234
0.001145728643,8.353855587
0.001206030151,8.847425278
0.001266331658,9.347934805
0.001326633166,9.855633187
0.001386934673,10.37077526
0.001447236181,10.89362184
0.001507537688,11.42443998
0.001567839196,11.96350306
0.001628140704,12.51109111
0.001688442211,13.06749089
0.001748743719,13.6329962
0.001809045226,14.207908
0.001869346734,14.79253471
0.001929648241,15.38719235
0.001989949749,15.99220482
0.002050251256,16.60790408
0.002110552764,17.23463041
0.002170854271,17.87273265
0.002231155779,18.52256841
0.002291457286,19.18450431
0.002351758794,19.85891629
0.002412060302,20.54618978
0.002472361809,21.24672002
0.002532663317,21.96091228
0.002592964824,22.68918216
0.002653266332,23.43195583
0.002713567839,24.18967034
0.002773869347,24.96277389
0.002834170854,25.7517261
0.002894472362,26.55699834
0.002954773869,27.37907398
0.003015075377,28.21844875
0.003075376884,29.075631
0.003135678392,29.95114206
0.003195979899,30.84551651
0.003256281407,31.75930257
0.003316582915,32.69306237
0.003376884422,33.64737234
0.00343718593,34.62282353
0.003497487437,35.62002197
0.003557788945,36.63958901
0.003618090452,37.68216173
0.00367839196,38.74839325
0.003738693467,39.83895317
0.003798994975,40.9545279
0.003859296482,42.09582109
0.00391959799,43.26355402
0.003979899497,44.45846598
0.004040201005,45.68131472
0.004100502513,46.93287685
0.00416080402,48.21394826
0.004221105528,49.52534456
0.004281407035,50.86790154
0.004341708543,52.24247559
0.00440201005,53.64994418
0.004462311558,55.09120631
0.004522613065,56.56718299
0.004582914573,58.0788177
0.00464321608,59.62707693
0.004703517588,61.2129506
0.004763819095,62.83745263
0.004824120603,64.50162143
0.004884422111,66.20652042
0.004944723618,67.95323854
0.005005025126,69.74289082
0.005065326633,71.57661892
0.005125628141,73.45559167
0.005185929648,75.38100565
0.005246231156,77.35408574
0.005306532663,79.37608574
0.005366834171,81.44828893
0.005427135678,83.57200869
0.005487437186,85.74858908
0.005547738693,87.9794055
0.005608040201,90.2658653
0.005668341709,92.60940841
0.005728643216,95.011508
0.005788944724,97.47367112
0.005849246231,99.99743942
0.005909547739,102.5843898
0.005969849246,105.2361349
0.006030150754,107.9543244
0.006090452261,110.7406448
0.006150753769,113.5968212
0.006211055276,116.524617
0.006271356784,119.5258353
0.006331658291,122.6023197
0.006391959799,125.7559546
0.006452261307,128.9886662
0.006512562814,132.3024234
0.006572864322,135.6992385
0.006633165829,139.181168
0.006693467337,142.7503133
0.006753768844,146.4088218
0.006814070352,150.1588875
0.006874371859,154.002752
0.006934673367,157.9427052
0.006994974874,161.9810865
0.007055276382,166.1202853
0.007115577889,170.3627422
0.007175879397,174.7109496
0.007236180905,179.167453
0.007296482412,183.7348516
0.00735678392,188.4157997
0.007417085427,193.213007
0.007477386935,198.1292402
0.007537688442,203.1673236
0.00759798995,208.3301404
0.007658291457,213.6206333
0.007718592965,219.0418061
0.007778894472,224.5967242
0.00783919598,230.288516
0.007899497487,236.1203738
0.007959798995,242.0955548
0.008020100503,248.2173828
0.00808040201,254.4892482
0.008140703518,260.9146104
0.008201005025,267.4969978
0.008261306533,274.2400099
0.00832160804,281.1473177
0.008381909548,288.2226655
0.008442211055,295.4698715
0.008502512563,302.8928296
0.00856281407,310.4955104
0.008623115578,318.2819621
0.008683417085,326.2563123
0.008743718593,334.4227691
0.008804020101,342.7856221
0.008864321608,351.3492441
0.008924623116,360.1180922
0.008984924623,369.0967093
0.009045226131,378.2897251
0.009105527638,387.7018579
0.009165829146,397.3379158
0.009226130653,407.202798
0.009286432161,417.3014965
0.009346733668,427.6390971
0.009407035176,438.2207813
0.009467336683,449.0518274
0.009527638191,460.1376124
0.009587939698,471.4836131
0.009648241206,483.0954078
0.009708542714,494.9786778
0.009768844221,507.139209
0.009829145729,519.5828935
0.009889447236,532.3157309
0.009949748744,545.3438306
0.01001005025,558.6734124
0.01007035176,572.3108092
0.01013065327,586.262468
0.01019095477,600.5349516
0.01025125628,615.1349407
0.01031155779,630.0692352
0.0103718593,645.3447562
0.0104321608,660.9685478
0.01049246231,676.9477784
0.01055276382,693.2897432
0.01061306533,710.0018656
0.01067336683,727.0916987
0.01073366834,744.5669282
0.01079396985,762.435373
0.01085427136,780.7049882
0.01091457286,799.3838661
0.01097487437,818.4802389
0.01103517588,838.0024802
0.01109547739,857.9591071
0.01115577889,878.3587821
0.0112160804,899.2103153
0.01127638191,920.5226664
0.01133668342,942.3049466
0.01139698492,964.5664208
0.01145728643,987.3165097
0.01151758794,1010.564792
0.01157788945,1034.321006
0.01163819095,1058.595053
0.01169849246,1083.396998
0.01175879397,1108.737074
0.01181909548,1134.62568
0.01187939698,1161.073389
0.01193969849,1188.090946
